date,time,예측된발전량(kW)
2023-06-14,16,0.0
2023-06-14,17,227963.36
2023-06-14,18,319050.9
2023-06-14,19,353087.5
2023-06-14,20,216468.81
2023-06-14,21,0.0
2023-06-14,22,0.0
2023-06-14,23,0.0
2023-06-15,0,0.0
2023-06-15,1,0.0
2023-06-15,2,0.0
2023-06-15,3,0.0
2023-06-15,4,0.0
2023-06-15,5,0.0
2023-06-15,6,221546.6
2023-06-15,7,278064.44
2023-06-15,8,253834.06
2023-06-15,9,259589.4
2023-06-15,10,367838.06
2023-06-15,11,415639.47
2023-06-15,12,218549.39
2023-06-15,13,0.0
2023-06-15,14,0.0
2023-06-15,15,0.0
2023-06-15,16,0.0
2023-06-15,17,0.0
2023-06-15,18,0.0
2023-06-15,19,0.0
2023-06-15,20,0.0
2023-06-15,21,0.0
2023-06-15,22,0.0
2023-06-15,23,0.0
2023-06-16,0,0.0
2023-06-16,1,0.0
2023-06-16,2,0.0
2023-06-16,3,0.0
2023-06-16,4,0.0
2023-06-16,5,0.0
2023-06-16,6,333937.6
2023-06-16,7,556568.56
2023-06-16,8,463855.7
2023-06-16,9,477060.88
2023-06-16,10,608975.7
2023-06-16,11,632898.5
2023-06-16,12,469811.0
2023-06-16,13,214982.1
2023-06-16,14,76614.21
2023-06-16,15,24918.686
2023-06-16,16,55612.03
2023-06-16,17,0.0
2023-06-16,18,0.0
2023-06-16,19,0.0
2023-06-16,20,0.0
2023-06-16,21,0.0
2023-06-16,22,0.0
2023-06-16,23,0.0
2023-06-17,0,0.0
2023-06-17,1,0.0
2023-06-17,2,0.0
2023-06-17,3,0.0
2023-06-17,4,0.0
2023-06-17,5,0.0
2023-06-17,6,640437.5
2023-06-17,7,845638.44
2023-06-17,8,795944.1
2023-06-17,9,673673.1
2023-06-17,10,606885.1
2023-06-17,11,555429.44
2023-06-17,12,511046.75
2023-06-17,13,348884.53
2023-06-17,14,245584.17
2023-06-17,15,184158.62
2023-06-17,16,91781.47
2023-06-17,17,114187.46
2023-06-17,18,164719.78
2023-06-17,19,0.0
2023-06-17,20,0.0
2023-06-17,21,0.0
2023-06-17,22,0.0
2023-06-17,23,0.0
2023-06-18,0,0.0
2023-06-18,1,0.0
2023-06-18,2,0.0
2023-06-18,3,0.0
2023-06-18,4,0.0
2023-06-18,5,0.0
2023-06-18,6,148518.05
2023-06-18,7,510576.97
2023-06-18,8,435528.8
2023-06-18,9,407277.22
2023-06-18,10,553566.3
2023-06-18,11,709155.5
2023-06-18,12,608517.75
2023-06-18,13,467132.44
2023-06-18,14,346934.28
2023-06-18,15,296881.06
2023-06-18,16,139466.27
2023-06-18,17,0.0
2023-06-18,18,0.0
2023-06-18,19,0.0
2023-06-18,20,0.0
2023-06-18,21,0.0
2023-06-18,22,0.0
2023-06-18,23,0.0
2023-06-19,0,0.0
2023-06-19,1,0.0
2023-06-19,2,0.0
2023-06-19,3,0.0
2023-06-19,4,0.0
2023-06-19,5,0.0
2023-06-19,6,342539.2
2023-06-19,7,603114.4
2023-06-19,8,620305.56
2023-06-19,9,425564.6
2023-06-19,10,403931.3
2023-06-19,11,504054.44
2023-06-19,12,628481.06
2023-06-19,13,620779.5
2023-06-19,14,427498.62
2023-06-19,15,268730.44
2023-06-19,16,151089.95
2023-06-19,17,87072.17
2023-06-19,18,0.0
2023-06-19,19,0.0
2023-06-19,20,67482.41
2023-06-19,21,0.0
2023-06-19,22,0.0
2023-06-19,23,0.0
2023-06-20,0,0.0
2023-06-20,1,0.0
2023-06-20,2,0.0
2023-06-20,3,0.0
2023-06-20,4,0.0
2023-06-20,5,0.0
2023-06-20,6,557616.75
2023-06-20,7,651337.4
2023-06-20,8,788042.5
2023-06-20,9,725760.6
2023-06-20,10,615640.0
2023-06-20,11,490627.38
2023-06-20,12,465951.53
2023-06-20,13,468063.88
2023-06-20,14,464928.88
2023-06-20,15,325039.06
2023-06-20,16,0.0
2023-06-20,17,0.0
2023-06-20,18,0.0
2023-06-20,19,0.0
2023-06-20,20,728498.9
2023-06-20,21,0.0
2023-06-20,22,0.0
2023-06-20,23,0.0
2023-06-21,0,0.0
2023-06-21,1,0.0
2023-06-21,2,0.0
2023-06-21,3,0.0
2023-06-21,4,0.0
2023-06-21,5,0.0
2023-06-21,6,923238.25
2023-06-21,7,837005.94
2023-06-21,8,594935.4
2023-06-21,9,451328.1
2023-06-21,10,415915.28
2023-06-21,11,406910.44
2023-06-21,12,473034.72
2023-06-21,13,635323.5
2023-06-21,14,655746.56
2023-06-21,15,517481.06
2023-06-21,16,340941.2
2023-06-21,17,0.0
2023-06-21,18,240314.77
2023-06-21,19,333236.47
2023-06-21,20,334068.78
2023-06-21,21,0.0
2023-06-21,22,0.0
2023-06-21,23,0.0
2023-06-22,0,0.0
2023-06-22,1,0.0
2023-06-22,2,0.0
2023-06-22,3,0.0
2023-06-22,4,0.0
2023-06-22,5,0.0
2023-06-22,6,174728.5
2023-06-22,7,0.0
2023-06-22,8,0.0
2023-06-22,9,0.0
2023-06-22,10,86602.2
2023-06-22,11,269787.34
2023-06-22,12,398697.34
2023-06-22,13,475747.7
2023-06-22,14,463649.97
2023-06-22,15,530223.9
2023-06-22,16,469148.6
2023-06-22,17,317215.22
2023-06-22,18,432220.2
2023-06-22,19,382452.88
2023-06-22,20,345840.56
2023-06-22,21,0.0
2023-06-22,22,0.0
2023-06-22,23,0.0
2023-06-23,0,0.0
2023-06-23,1,0.0
2023-06-23,2,0.0
2023-06-23,3,0.0
2023-06-23,4,0.0
2023-06-23,5,0.0
2023-06-23,6,0.0
2023-06-23,7,107661.305
2023-06-23,8,412189.75
2023-06-23,9,498348.1
2023-06-23,10,462171.56
2023-06-23,11,480700.5
2023-06-23,12,486988.12
2023-06-23,13,430910.16
2023-06-23,14,289195.9
2023-06-23,15,19727.951
2023-06-23,16,0.0
2023-06-23,17,0.0
2023-06-23,18,0.0
2023-06-23,19,0.0
2023-06-23,20,0.0
2023-06-23,21,0.0
2023-06-23,22,0.0
2023-06-23,23,0.0
2023-06-24,0,0.0
2023-06-24,1,0.0
2023-06-24,2,0.0
2023-06-24,3,0.0
2023-06-24,4,0.0
2023-06-24,5,0.0
2023-06-24,6,230544.39
2023-06-24,7,524547.06
2023-06-24,8,490517.56
2023-06-24,9,516814.47
2023-06-24,10,522864.84
2023-06-24,11,451068.3
2023-06-24,12,359164.47
2023-06-24,13,331959.62
2023-06-24,14,284328.78
2023-06-24,15,232053.36
2023-06-24,16,98671.51
2023-06-24,17,0.0
2023-06-24,18,0.0
2023-06-24,19,0.0
2023-06-24,20,616136.4
2023-06-24,21,0.0
2023-06-24,22,0.0
2023-06-24,23,0.0
2023-06-25,0,0.0
2023-06-25,1,0.0
2023-06-25,2,0.0
2023-06-25,3,0.0
2023-06-25,4,0.0
2023-06-25,5,0.0
2023-06-25,6,943216.2
2023-06-25,7,930585.2
2023-06-25,8,693793.3
2023-06-25,9,524254.16
2023-06-25,10,517509.28
2023-06-25,11,562767.25
2023-06-25,12,558240.94
2023-06-25,13,526617.44
2023-06-25,14,546529.94
2023-06-25,15,0.0
2023-06-25,16,695077.4
2023-06-25,17,660981.06
2023-06-25,18,544661.7
2023-06-25,19,323092.94
2023-06-25,20,2978.3135
2023-06-25,21,0.0
2023-06-25,22,0.0
2023-06-25,23,0.0
2023-06-26,0,0.0
2023-06-26,1,0.0
2023-06-26,2,0.0
2023-06-26,3,0.0
2023-06-26,4,0.0
2023-06-26,5,0.0
2023-06-26,6,0.0
2023-06-26,7,0.0
2023-06-26,8,479082.72
2023-06-26,9,580325.4
2023-06-26,10,485812.7
2023-06-26,11,455603.66
2023-06-26,12,0.0
2023-06-26,13,0.0
2023-06-26,14,0.0
2023-06-26,15,411037.66
2023-06-26,16,297715.0
2023-06-26,17,248242.06
2023-06-26,18,299264.03
2023-06-26,19,0.0
2023-06-26,20,326092.84
2023-06-26,21,0.0
2023-06-26,22,0.0
2023-06-26,23,0.0
2023-06-27,0,0.0
2023-06-27,1,0.0
2023-06-27,2,0.0
2023-06-27,3,0.0
2023-06-27,4,0.0
2023-06-27,5,0.0
2023-06-27,6,295598.38
2023-06-27,7,426884.4
2023-06-27,8,323185.62
2023-06-27,9,296776.03
2023-06-27,10,368277.78
2023-06-27,11,564834.5
2023-06-27,12,661997.56
2023-06-27,13,532634.6
2023-06-27,14,512465.97
2023-06-27,15,458174.88
2023-06-27,16,592516.6
2023-06-27,17,597675.25
2023-06-27,18,281205.38
2023-06-27,19,0.0
2023-06-27,20,0.0
2023-06-27,21,0.0
2023-06-27,22,0.0
2023-06-27,23,0.0
2023-06-28,0,0.0
2023-06-28,1,0.0
2023-06-28,2,0.0
2023-06-28,3,0.0
2023-06-28,4,0.0
2023-06-28,5,0.0
2023-06-28,6,0.0
2023-06-28,7,126814.35
2023-06-28,8,0.0
2023-06-28,9,347151.12
2023-06-28,10,372074.72
2023-06-28,11,184795.78
2023-06-28,12,151788.05
2023-06-28,13,129939.055
2023-06-28,14,141446.8
2023-06-28,15,183137.0
2023-06-28,16,210778.16
2023-06-28,17,202358.95
2023-06-28,18,148248.98
2023-06-28,19,211573.78
2023-06-28,20,292245.47
2023-06-28,21,0.0
2023-06-28,22,0.0
2023-06-28,23,0.0
2023-06-29,0,0.0
2023-06-29,1,0.0
2023-06-29,2,0.0
2023-06-29,3,0.0
2023-06-29,4,0.0
2023-06-29,5,0.0
2023-06-29,6,351712.44
2023-06-29,7,178260.14
2023-06-29,8,156847.72
2023-06-29,9,240980.95
2023-06-29,10,332208.8
2023-06-29,11,342340.6
2023-06-29,12,382960.4
2023-06-29,13,424468.56
2023-06-29,14,471039.8
2023-06-29,15,484897.3
2023-06-29,16,435446.22
2023-06-29,17,255892.75
2023-06-29,18,124546.63
2023-06-29,19,124336.27
2023-06-29,20,177485.77
2023-06-29,21,0.0
2023-06-29,22,0.0
2023-06-29,23,0.0
2023-06-30,0,0.0
2023-06-30,1,0.0
2023-06-30,2,0.0
2023-06-30,3,0.0
2023-06-30,4,0.0
2023-06-30,5,0.0
2023-06-30,6,0.0
2023-06-30,7,0.0
2023-06-30,8,0.0
2023-06-30,9,0.0
2023-06-30,10,0.0
2023-06-30,11,0.0
2023-06-30,12,0.0
2023-06-30,13,0.0
2023-06-30,14,0.0
2023-06-30,15,0.0
2023-06-30,16,0.0
2023-06-30,17,0.0
2023-06-30,18,0.0
2023-06-30,19,0.0
2023-06-30,20,0.0
2023-06-30,21,0.0
2023-06-30,22,0.0
2023-06-30,23,0.0
2023-07-01,0,0.0
2023-07-01,1,0.0
2023-07-01,2,0.0
2023-07-01,3,0.0
2023-07-01,4,0.0
2023-07-01,5,0.0
2023-07-01,6,0.0
2023-07-01,7,0.0
2023-07-01,8,0.0
2023-07-01,9,0.0
2023-07-01,10,0.0
2023-07-01,11,0.0
2023-07-01,12,0.0
2023-07-01,13,0.0
2023-07-01,14,0.0
2023-07-01,15,0.0
2023-07-01,16,0.0
2023-07-01,17,0.0
2023-07-01,18,0.0
2023-07-01,19,0.0
2023-07-01,20,0.0
2023-07-01,21,0.0
2023-07-01,22,0.0
2023-07-01,23,0.0
2023-07-02,0,0.0
2023-07-02,1,0.0
2023-07-02,2,0.0
2023-07-02,3,0.0
2023-07-02,4,0.0
2023-07-02,5,0.0
2023-07-02,6,0.0
2023-07-02,7,0.0
2023-07-02,8,0.0
2023-07-02,9,0.0
2023-07-02,10,0.0
2023-07-02,11,0.0
2023-07-02,12,0.0
2023-07-02,13,0.0
2023-07-02,14,0.0
2023-07-02,15,0.0
2023-07-02,16,0.0
2023-07-02,17,0.0
2023-07-02,18,0.0
2023-07-02,19,0.0
2023-07-02,20,0.0
2023-07-02,21,0.0
2023-07-02,22,0.0
2023-07-02,23,0.0
2023-07-03,0,0.0
2023-07-03,1,0.0
2023-07-03,2,0.0
2023-07-03,3,0.0
2023-07-03,4,0.0
2023-07-03,5,0.0
2023-07-03,6,0.0
2023-07-03,7,0.0
2023-07-03,8,0.0
2023-07-03,9,0.0
2023-07-03,10,0.0
2023-07-03,11,0.0
2023-07-03,12,0.0
2023-07-03,13,0.0
2023-07-03,14,0.0
2023-07-03,15,0.0
2023-07-03,16,0.0
2023-07-03,17,0.0
2023-07-03,18,206304.38
2023-07-03,19,105384.29
2023-07-03,20,94399.56
2023-07-03,21,0.0
2023-07-03,22,0.0
2023-07-03,23,0.0
2023-07-04,0,0.0
2023-07-04,1,0.0
2023-07-04,2,0.0
2023-07-04,3,0.0
2023-07-04,4,0.0
2023-07-04,5,0.0
2023-07-04,6,114889.58
2023-07-04,7,147694.1
2023-07-04,8,227491.5
2023-07-04,9,330223.6
2023-07-04,10,338015.16
2023-07-04,11,409572.62
2023-07-04,12,474695.4
2023-07-04,13,316776.5
2023-07-04,14,160365.81
2023-07-04,15,225846.75
2023-07-04,16,334481.0
2023-07-04,17,481975.7
2023-07-04,18,515384.0
2023-07-04,19,481987.7
2023-07-04,20,460185.16
2023-07-04,21,0.0
2023-07-04,22,0.0
2023-07-04,23,0.0
2023-07-05,0,0.0
2023-07-05,1,0.0
2023-07-05,2,0.0
2023-07-05,3,0.0
2023-07-05,4,0.0
2023-07-05,5,0.0
2023-07-05,6,410778.53
2023-07-05,7,433564.72
2023-07-05,8,439809.88
2023-07-05,9,386548.72
2023-07-05,10,407892.28
2023-07-05,11,244724.77
2023-07-05,12,227345.66
2023-07-05,13,308331.56
2023-07-05,14,455443.06
2023-07-05,15,538896.8
2023-07-05,16,550598.5
2023-07-05,17,495431.2
2023-07-05,18,373921.84
2023-07-05,19,186437.48
2023-07-05,20,0.0
2023-07-05,21,0.0
2023-07-05,22,0.0
2023-07-05,23,0.0
2023-07-06,0,0.0
2023-07-06,1,0.0
2023-07-06,2,0.0
2023-07-06,3,0.0
2023-07-06,4,0.0
2023-07-06,5,0.0
2023-07-06,6,182956.66
2023-07-06,7,317814.0
2023-07-06,8,668155.8
2023-07-06,9,809792.75
2023-07-06,10,746201.56
2023-07-06,11,609586.3
2023-07-06,12,305064.34
2023-07-06,13,139813.56
2023-07-06,14,68290.43
2023-07-06,15,0.0
2023-07-06,16,0.0
2023-07-06,17,0.0
2023-07-06,18,0.0
2023-07-06,19,0.0
2023-07-06,20,19485.262
2023-07-06,21,0.0
2023-07-06,22,0.0
2023-07-06,23,0.0
2023-07-07,0,0.0
2023-07-07,1,0.0
2023-07-07,2,0.0
2023-07-07,3,0.0
2023-07-07,4,0.0
2023-07-07,5,0.0
2023-07-07,6,270077.1
2023-07-07,7,394959.97
2023-07-07,8,443380.22
2023-07-07,9,473538.25
2023-07-07,10,397724.16
2023-07-07,11,329414.56
2023-07-07,12,246340.58
2023-07-07,13,239183.89
2023-07-07,14,217710.36
2023-07-07,15,226102.83
2023-07-07,16,290198.8
2023-07-07,17,186008.17
2023-07-07,18,104812.55
2023-07-07,19,0.0
2023-07-07,20,0.0
2023-07-07,21,0.0
2023-07-07,22,0.0
2023-07-07,23,0.0
2023-07-08,0,0.0
2023-07-08,1,0.0
2023-07-08,2,0.0
2023-07-08,3,0.0
2023-07-08,4,0.0
2023-07-08,5,0.0
2023-07-08,6,35002.223
2023-07-08,7,422588.66
2023-07-08,8,533786.5
2023-07-08,9,468596.9
2023-07-08,10,455368.8
2023-07-08,11,458097.97
2023-07-08,12,477315.88
2023-07-08,13,495800.44
2023-07-08,14,498691.22
2023-07-08,15,421520.5
2023-07-08,16,404142.62
2023-07-08,17,343974.72
2023-07-08,18,366469.3
2023-07-08,19,131007.125
2023-07-08,20,280078.25
2023-07-08,21,0.0
2023-07-08,22,0.0
2023-07-08,23,0.0
2023-07-09,0,0.0
2023-07-09,1,0.0
2023-07-09,2,0.0
2023-07-09,3,0.0
2023-07-09,4,0.0
2023-07-09,5,0.0
2023-07-09,6,383656.2
2023-07-09,7,498441.66
2023-07-09,8,624832.1
2023-07-09,9,590663.3
2023-07-09,10,490284.5
2023-07-09,11,390507.88
2023-07-09,12,263457.0
2023-07-09,13,211162.72
2023-07-09,14,213989.78
2023-07-09,15,165158.72
2023-07-09,16,20806.04
2023-07-09,17,0.0
2023-07-09,18,0.0
2023-07-09,19,0.0
2023-07-09,20,0.0
2023-07-09,21,0.0
2023-07-09,22,0.0
2023-07-09,23,0.0
2023-07-10,0,0.0
2023-07-10,1,0.0
2023-07-10,2,0.0
2023-07-10,3,0.0
2023-07-10,4,0.0
2023-07-10,5,0.0
2023-07-10,6,0.0
2023-07-10,7,453882.66
2023-07-10,8,645820.6
2023-07-10,9,624501.56
2023-07-10,10,583116.75
2023-07-10,11,536199.0
2023-07-10,12,637243.44
2023-07-10,13,738730.94
2023-07-10,14,783603.75
2023-07-10,15,659454.75
2023-07-10,16,552233.4
2023-07-10,17,402883.9
2023-07-10,18,169812.56
2023-07-10,19,0.0
2023-07-10,20,0.0
2023-07-10,21,0.0
2023-07-10,22,0.0
2023-07-10,23,0.0
2023-07-11,0,0.0
2023-07-11,1,0.0
2023-07-11,2,0.0
2023-07-11,3,0.0
2023-07-11,4,0.0
2023-07-11,5,0.0
2023-07-11,6,336262.7
2023-07-11,7,777830.4
2023-07-11,8,689256.6
2023-07-11,9,625324.8
2023-07-11,10,590910.7
2023-07-11,11,665226.0
2023-07-11,12,819425.5
2023-07-11,13,718104.75
2023-07-11,14,536637.44
2023-07-11,15,326798.34
2023-07-11,16,191018.1
2023-07-11,17,250962.67
2023-07-11,18,276963.97
2023-07-11,19,394377.0
2023-07-11,20,450771.06
2023-07-11,21,0.0
2023-07-11,22,0.0
2023-07-11,23,0.0
2023-07-12,0,0.0
2023-07-12,1,0.0
2023-07-12,2,0.0
2023-07-12,3,0.0
2023-07-12,4,0.0
2023-07-12,5,0.0
2023-07-12,6,453420.12
2023-07-12,7,409747.1
2023-07-12,8,352183.84
2023-07-12,9,316989.47
2023-07-12,10,315773.12
2023-07-12,11,278821.34
2023-07-12,12,269937.72
2023-07-12,13,319648.5
2023-07-12,14,403651.16
2023-07-12,15,422285.97
2023-07-12,16,385825.75
2023-07-12,17,430227.88
2023-07-12,18,346730.16
2023-07-12,19,277663.34
2023-07-12,20,186232.67
2023-07-12,21,0.0
2023-07-12,22,0.0
2023-07-12,23,0.0
2023-07-13,0,0.0
2023-07-13,1,0.0
2023-07-13,2,0.0
2023-07-13,3,0.0
2023-07-13,4,0.0
2023-07-13,5,0.0
2023-07-13,6,98450.8
2023-07-13,7,91755.984
2023-07-13,8,125894.27
2023-07-13,9,157404.06
2023-07-13,10,213730.02
2023-07-13,11,308058.53
2023-07-13,12,396334.16
2023-07-13,13,440420.88
2023-07-13,14,469769.3
2023-07-13,15,528835.6
2023-07-13,16,580110.75
2023-07-13,17,579308.3
2023-07-13,18,546429.4
2023-07-13,19,440029.1
2023-07-13,20,301765.06
2023-07-13,21,0.0
2023-07-13,22,0.0
2023-07-13,23,0.0
2023-07-14,0,0.0
2023-07-14,1,0.0
2023-07-14,2,0.0
2023-07-14,3,0.0
2023-07-14,4,0.0
2023-07-14,5,0.0
2023-07-14,6,171741.36
2023-07-14,7,163978.39
2023-07-14,8,185505.83
2023-07-14,9,163988.92
2023-07-14,10,135943.27
2023-07-14,11,210749.95
2023-07-14,12,312753.72
2023-07-14,13,320643.56
2023-07-14,14,292401.2
2023-07-14,15,379756.5
2023-07-14,16,369375.44
2023-07-14,17,317108.25
2023-07-14,18,231582.16
2023-07-14,19,75563.05
2023-07-14,20,36370.535
2023-07-14,21,0.0
2023-07-14,22,0.0
2023-07-14,23,0.0
2023-07-15,0,0.0
2023-07-15,1,0.0
2023-07-15,2,0.0
2023-07-15,3,0.0
2023-07-15,4,0.0
2023-07-15,5,0.0
2023-07-15,6,75802.375
2023-07-15,7,132699.4
2023-07-15,8,122208.82
2023-07-15,9,127335.336
2023-07-15,10,136440.72
2023-07-15,11,239191.02
2023-07-15,12,427900.94
2023-07-15,13,519293.22
2023-07-15,14,530030.44
2023-07-15,15,505445.22
2023-07-15,16,457303.28
2023-07-15,17,481843.56
2023-07-15,18,440314.2
2023-07-15,19,353098.94
2023-07-15,20,344637.5
2023-07-15,21,0.0
2023-07-15,22,0.0
2023-07-15,23,0.0
2023-07-16,0,0.0
2023-07-16,1,0.0
2023-07-16,2,0.0
2023-07-16,3,0.0
2023-07-16,4,0.0
2023-07-16,5,0.0
2023-07-16,6,341971.22
2023-07-16,7,272902.72
2023-07-16,8,187028.67
2023-07-16,9,145965.75
2023-07-16,10,173027.4
2023-07-16,11,241909.77
2023-07-16,12,321692.78
2023-07-16,13,415528.66
2023-07-16,14,523031.72
2023-07-16,15,562152.2
2023-07-16,16,532511.75
2023-07-16,17,460708.66
2023-07-16,18,378674.84
2023-07-16,19,211849.33
2023-07-16,20,39487.625
2023-07-16,21,0.0
2023-07-16,22,0.0
2023-07-16,23,0.0
2023-07-17,0,0.0
2023-07-17,1,0.0
2023-07-17,2,0.0
2023-07-17,3,0.0
2023-07-17,4,0.0
2023-07-17,5,0.0
2023-07-17,6,31888.457
2023-07-17,7,114210.15
2023-07-17,8,187668.73
2023-07-17,9,217396.33
2023-07-17,10,274855.8
2023-07-17,11,292682.25
2023-07-17,12,213590.89
2023-07-17,13,104898.27
2023-07-17,14,0.0
2023-07-17,15,0.0
2023-07-17,16,0.0
2023-07-17,17,97156.18
2023-07-17,18,411101.28
2023-07-17,19,455983.4
2023-07-17,20,252976.6
2023-07-17,21,0.0
2023-07-17,22,0.0
2023-07-17,23,0.0
2023-07-18,0,0.0
2023-07-18,1,0.0
2023-07-18,2,0.0
2023-07-18,3,0.0
2023-07-18,4,0.0
2023-07-18,5,0.0
2023-07-18,6,0.0
2023-07-18,7,0.0
2023-07-18,8,0.0
2023-07-18,9,240674.11
2023-07-18,10,358581.4
2023-07-18,11,400743.72
2023-07-18,12,379917.3
2023-07-18,13,308768.16
2023-07-18,14,190766.47
2023-07-18,15,65221.4
2023-07-18,16,35313.785
2023-07-18,17,55425.57
2023-07-18,18,109352.63
2023-07-18,19,137438.44
2023-07-18,20,64198.24
2023-07-18,21,0.0
2023-07-18,22,0.0
2023-07-18,23,0.0
2023-07-19,0,0.0
2023-07-19,1,0.0
2023-07-19,2,0.0
2023-07-19,3,0.0
2023-07-19,4,0.0
2023-07-19,5,0.0
2023-07-19,6,51226.96
2023-07-19,7,112030.59
2023-07-19,8,268650.3
2023-07-19,9,443996.0
2023-07-19,10,438674.66
2023-07-19,11,469794.56
2023-07-19,12,516300.7
2023-07-19,13,461943.22
2023-07-19,14,472817.0
2023-07-19,15,358686.22
2023-07-19,16,304218.53
2023-07-19,17,260414.83
2023-07-19,18,277582.84
2023-07-19,19,305339.7
2023-07-19,20,126673.195
2023-07-19,21,0.0
2023-07-19,22,0.0
2023-07-19,23,0.0
2023-07-20,0,0.0
2023-07-20,1,0.0
2023-07-20,2,0.0
2023-07-20,3,0.0
2023-07-20,4,0.0
2023-07-20,5,0.0
2023-07-20,6,0.0
2023-07-20,7,166126.98
2023-07-20,8,163736.88
2023-07-20,9,201852.6
2023-07-20,10,275485.88
2023-07-20,11,217740.2
2023-07-20,12,0.0
2023-07-20,13,0.0
2023-07-20,14,313199.97
2023-07-20,15,437662.38
2023-07-20,16,520247.97
2023-07-20,17,599713.0
2023-07-20,18,514181.12
2023-07-20,19,498281.06
2023-07-20,20,450028.9
2023-07-20,21,0.0
2023-07-20,22,0.0
2023-07-20,23,0.0
2023-07-21,0,0.0
2023-07-21,1,0.0
2023-07-21,2,0.0
2023-07-21,3,0.0
2023-07-21,4,0.0
2023-07-21,5,0.0
2023-07-21,6,7844.5137
2023-07-21,7,0.0
2023-07-21,8,0.0
2023-07-21,9,0.0
2023-07-21,10,0.0
2023-07-21,11,0.0
2023-07-21,12,0.0
2023-07-21,13,0.0
2023-07-21,14,0.0
2023-07-21,15,163497.53
2023-07-21,16,413752.84
2023-07-21,17,383595.2
2023-07-21,18,164756.67
2023-07-21,19,0.0
2023-07-21,20,0.0
2023-07-21,21,0.0
2023-07-21,22,0.0
2023-07-21,23,0.0
2023-07-22,0,0.0
2023-07-22,1,0.0
2023-07-22,2,0.0
2023-07-22,3,0.0
2023-07-22,4,0.0
2023-07-22,5,0.0
2023-07-22,6,0.0
2023-07-22,7,0.0
2023-07-22,8,67435.08
2023-07-22,9,358273.1
2023-07-22,10,566745.4
2023-07-22,11,549738.8
2023-07-22,12,519670.28
2023-07-22,13,481475.38
2023-07-22,14,407316.12
2023-07-22,15,374660.88
2023-07-22,16,415082.34
2023-07-22,17,411142.06
2023-07-22,18,305666.0
2023-07-22,19,152286.81
2023-07-22,20,80788.88
2023-07-22,21,0.0
2023-07-22,22,0.0
2023-07-22,23,0.0
2023-07-23,0,0.0
2023-07-23,1,0.0
2023-07-23,2,0.0
2023-07-23,3,0.0
2023-07-23,4,0.0
2023-07-23,5,0.0
2023-07-23,6,0.0
2023-07-23,7,11923.527
2023-07-23,8,86687.13
2023-07-23,9,166738.03
2023-07-23,10,209120.33
2023-07-23,11,251240.3
2023-07-23,12,389826.66
2023-07-23,13,391850.56
2023-07-23,14,330740.56
2023-07-23,15,284478.0
2023-07-23,16,212206.98
2023-07-23,17,127001.16
2023-07-23,18,90136.586
2023-07-23,19,202304.58
2023-07-23,20,291471.5
2023-07-23,21,0.0
2023-07-23,22,0.0
2023-07-23,23,0.0
2023-07-24,0,0.0
2023-07-24,1,0.0
2023-07-24,2,0.0
2023-07-24,3,0.0
2023-07-24,4,0.0
2023-07-24,5,0.0
2023-07-24,6,357639.4
2023-07-24,7,443986.84
2023-07-24,8,445238.38
2023-07-24,9,390184.56
2023-07-24,10,212658.48
2023-07-24,11,195879.72
2023-07-24,12,270183.1
2023-07-24,13,393975.1
2023-07-24,14,517685.94
2023-07-24,15,669587.7
2023-07-24,16,735209.5
2023-07-24,17,692507.5
2023-07-24,18,552608.75
2023-07-24,19,246458.86
2023-07-24,20,0.0
2023-07-24,21,0.0
2023-07-24,22,0.0
2023-07-24,23,0.0
2023-07-25,0,0.0
2023-07-25,1,0.0
2023-07-25,2,0.0
2023-07-25,3,0.0
2023-07-25,4,0.0
2023-07-25,5,0.0
2023-07-25,6,0.0
2023-07-25,7,0.0
2023-07-25,8,0.0
2023-07-25,9,73004.4
2023-07-25,10,252596.5
2023-07-25,11,371880.2
2023-07-25,12,483281.28
2023-07-25,13,488460.9
2023-07-25,14,424323.34
2023-07-25,15,426360.34
2023-07-25,16,533505.06
2023-07-25,17,689923.3
2023-07-25,18,788016.7
2023-07-25,19,586512.7
2023-07-25,20,242581.27
2023-07-25,21,0.0
2023-07-25,22,0.0
2023-07-25,23,0.0
2023-07-26,0,0.0
2023-07-26,1,0.0
2023-07-26,2,0.0
2023-07-26,3,0.0
2023-07-26,4,0.0
2023-07-26,5,0.0
2023-07-26,6,56493.57
2023-07-26,7,0.0
2023-07-26,8,0.0
2023-07-26,9,0.0
2023-07-26,10,98795.41
2023-07-26,11,199152.77
2023-07-26,12,341404.8
2023-07-26,13,453629.28
2023-07-26,14,564924.6
2023-07-26,15,628701.25
2023-07-26,16,604312.56
2023-07-26,17,568911.25
2023-07-26,18,499536.03
2023-07-26,19,362355.25
2023-07-26,20,327332.6
2023-07-26,21,0.0
2023-07-26,22,0.0
2023-07-26,23,0.0
2023-07-27,0,0.0
2023-07-27,1,0.0
2023-07-27,2,0.0
2023-07-27,3,0.0
2023-07-27,4,0.0
2023-07-27,5,0.0
2023-07-27,6,485356.25
2023-07-27,7,457233.06
2023-07-27,8,416740.06
2023-07-27,9,402787.56
2023-07-27,10,385587.84
2023-07-27,11,451940.1
2023-07-27,12,480318.53
2023-07-27,13,577635.5
2023-07-27,14,675925.25
2023-07-27,15,729865.06
2023-07-27,16,705296.4
2023-07-27,17,538232.25
2023-07-27,18,469121.84
2023-07-27,19,435958.3
2023-07-27,20,516127.94
