날짜,시간,발전량(kW),예측된발전량(kW)
2023-08-11,13,16207.518,0
2023-08-11,14,4270.364,0
2023-08-11,15,1170.181,0
2023-08-11,16,49.76,0
2023-08-11,17,9.36,43080.83
2023-08-11,18,0,62048.69
2023-08-11,19,0,68952.52
2023-08-11,20,0,197543.2
2023-08-11,21,654.126,296126.7
2023-08-11,22,51714.268,367360.62
2023-08-11,23,167985.348,378031.34
2023-08-12,1,455787.826,389698.44
2023-08-12,2,718794.004,0
2023-08-12,3,829560.524,0
2023-08-12,4,888134.996,0
2023-08-12,5,932682.24,0
2023-08-12,6,916555.761,0
2023-08-12,7,993635.4,0
2023-08-12,8,714688.511,0
2023-08-12,9,690356.213,0
2023-08-12,10,659954.031,0
2023-08-12,11,569708.037,0
2023-08-12,12,428798.574,0
2023-08-12,13,266734.997,0
2023-08-12,14,51811.171,0
2023-08-12,15,5275.29,0
2023-08-12,16,196.24,0
2023-08-12,17,0.04,0
2023-08-12,18,5.08,5341.278
2023-08-12,19,6.624,172376.28
2023-08-12,20,0,359861.06
2023-08-12,21,10.606,469613.56
2023-08-12,22,10630.702,445282.72
2023-08-12,23,92332.815,407865.16
2023-08-13,1,201916.312,404076.3
2023-08-13,2,230882.981,398690.25
2023-08-13,3,185217.472,365329.1
2023-08-13,4,165108.562,0
2023-08-13,5,195807.53,0
2023-08-13,6,248713.624,0
2023-08-13,7,340444.422,0
2023-08-13,8,193096.63,0
2023-08-13,9,558672.614,0
2023-08-13,10,460381.151,0
2023-08-13,11,243626.834,0
2023-08-13,12,32729.922,0
2023-08-13,13,1908.257,0
2023-08-13,14,132.4,0
2023-08-13,15,253.24,0
2023-08-13,16,2,0
2023-08-13,17,0,0
2023-08-13,18,0,0
2023-08-13,19,0,0
2023-08-13,20,0.04,96711.06
2023-08-13,21,1002.044,292100.06
2023-08-13,22,61989.216,384886.1
2023-08-13,23,234057.836,447980.12
2023-08-14,1,429907.363,0
2023-08-14,2,586022.967,456415.34
2023-08-14,3,706431.563,477377.16
2023-08-14,4,809068.001,644140.4
2023-08-14,5,824399.564,0
2023-08-14,6,904788.231,0
2023-08-14,7,1048677.603,0
2023-08-14,8,1172999.888,0
2023-08-14,9,1117046.493,0
2023-08-14,10,854079.426,0
2023-08-14,11,614238.173,0
2023-08-14,12,417491.025,0
2023-08-14,13,285469.543,0
2023-08-14,14,149407.539,818817.06
2023-08-14,15,15313.896,0
2023-08-14,16,185.472,210448.6
2023-08-14,17,0.192,0
2023-08-14,18,2.304,0
2023-08-14,19,8.64,80519.06
2023-08-14,20,0.04,73021.04
2023-08-14,21,1630.553,0
2023-08-14,22,72395.658,0
2023-08-14,23,256683.189,17054.873
2023-08-15,1,506772.503,251735.86
2023-08-15,2,752012.906,345397.2
2023-08-15,3,827076.969,574499.94
2023-08-15,4,826770.535,627960.6
2023-08-15,5,983377.977,568416.44
2023-08-15,6,1024018.661,0
2023-08-15,7,797752.96,0
2023-08-15,8,774756.265,0
2023-08-15,9,977559.082,0
2023-08-15,10,862368.542,0
2023-08-15,11,694216.45,0
2023-08-15,12,475614.672,0
2023-08-15,13,282714.874,0
2023-08-15,14,112886.37,0
2023-08-15,15,10319.799,234007.97
2023-08-15,16,499.068,0
2023-08-15,17,3.272,0
2023-08-15,18,1.056,0
2023-08-15,19,10.08,0
2023-08-15,20,0,129923.01
2023-08-15,21,1020.039,354166.78
2023-08-15,22,63177.116,499365.25
2023-08-15,23,220028.736,508512.1
2023-08-16,1,487299.566,521447.16
2023-08-16,2,852835.856,587965.44
2023-08-16,3,1079462.42,674072.7
2023-08-16,4,1167534.76,624060.75
2023-08-16,5,1196196.758,634801.06
2023-08-16,6,1180094.821,476632.1
2023-08-16,7,1079709.632,0
2023-08-16,8,1068308.449,0
2023-08-16,9,1035141.43,0
2023-08-16,10,818718.814,0
2023-08-16,11,661304.723,0
2023-08-16,12,515770.959,0
2023-08-16,13,403961.243,0
2023-08-16,14,161249.371,0
2023-08-16,15,17548.138,0
2023-08-16,16,771.331,0
2023-08-16,17,7.132,0
2023-08-16,18,6.672,0
2023-08-16,19,5.04,0
2023-08-16,20,0,126950.37
2023-08-16,21,2137.395,307785.16
2023-08-16,22,58924.843,388944.94
2023-08-16,23,77326.134,365182.94
2023-08-17,1,41875.019,271354.03
2023-08-17,2,42622.551,266624.6
2023-08-17,3,54072.58,304110
2023-08-17,4,62248.873,388509.75
2023-08-17,5,125784.399,484575
2023-08-17,6,210810.309,378241.53
2023-08-17,7,211340.239,0
2023-08-17,8,199729.122,0
2023-08-17,9,322241.458,0
2023-08-17,10,180184.556,0
2023-08-17,11,79578.557,0
2023-08-17,12,10604.683,0
2023-08-17,13,1056.041,0
2023-08-17,14,275.12,0
2023-08-17,15,79.56,0
2023-08-17,16,0,0
2023-08-17,17,0,0
2023-08-17,18,0,36007.332
2023-08-17,19,0.04,150608.73
2023-08-17,20,0,221709.1
2023-08-17,21,431.139,323877.44
2023-08-17,22,29302.068,584086.75
2023-08-17,23,150681.271,703810.2
2023-08-18,1,222071.107,677893.06
2023-08-18,2,259089.574,582780.6
2023-08-18,3,245035.034,551513.1
2023-08-18,4,263873.617,500584.56
2023-08-18,5,216096.68,513140.4
2023-08-18,6,157481.72,509647.34
2023-08-18,7,162836.019,271581.44
2023-08-18,8,372217.274,0
2023-08-18,9,560362.239,0
2023-08-18,10,261628.612,0
2023-08-18,11,69515.116,0
2023-08-18,12,13160.157,0
2023-08-18,13,3132.917,0
2023-08-18,14,1299.473,0
2023-08-18,15,130.64,0
2023-08-18,16,0,0
2023-08-18,17,0,0
2023-08-18,18,0.04,0
2023-08-18,19,0,0
2023-08-18,20,0,0
2023-08-18,21,102.319,0
2023-08-18,22,7986.377,0
2023-08-18,23,36549.151,0
2023-08-19,1,124933.281,0
2023-08-19,2,271928.172,0
2023-08-19,3,555440.664,0
2023-08-19,4,655694.357,207200.92
2023-08-19,5,576021.909,351173.7
2023-08-19,6,458701.028,410513.7
2023-08-19,7,422866.32,425902.47
2023-08-19,8,600019.107,477724.9
2023-08-19,9,817661.826,434875
2023-08-19,10,587235.402,0
2023-08-19,11,369634.682,0
2023-08-19,12,149631.888,0
2023-08-19,13,57592.929,0
2023-08-19,14,3915.508,0
2023-08-19,15,482.16,0
2023-08-19,16,0,0
2023-08-19,17,0,0
2023-08-19,18,0.04,0
2023-08-19,19,0,0
2023-08-19,20,10.08,0
2023-08-19,21,402.591,0
2023-08-19,22,44187.558,22727.342
2023-08-19,23,191893.76,75629.664
2023-08-20,1,339215.325,104692.555
2023-08-20,2,607111.012,202675.69
2023-08-20,3,630897.957,359974.84
2023-08-20,4,732111.139,431153.7
2023-08-20,5,843218.015,465639.88
2023-08-20,6,853144.538,472467.47
2023-08-20,7,969419.722,570304.6
2023-08-20,8,1206770.682,422609.3
2023-08-20,9,1179652.459,88964.1
2023-08-20,10,888089.311,292461.44
2023-08-20,11,657393.46,0
2023-08-20,12,497278.924,0
2023-08-20,13,363111.138,0
2023-08-20,14,127846.707,0
2023-08-20,15,12876.04,0
2023-08-20,16,462.077,0
2023-08-20,17,103.104,0
2023-08-20,18,6.528,0
2023-08-20,19,4.32,0
2023-08-20,20,0.04,521501.84
2023-08-20,21,189.592,382069.8
2023-08-20,22,32472.155,154706.27
2023-08-20,23,206239.611,111058.23
2023-08-21,1,502141.443,106197.03
2023-08-21,2,764318.443,59049.496
2023-08-21,3,859931.146,53966.79
2023-08-21,4,1031606.001,177160.27
2023-08-21,5,1091438.149,379130.4
2023-08-21,6,1051442.241,289286.62
2023-08-21,7,1149938.232,226596.92
2023-08-21,8,1223043.252,216859.53
2023-08-21,9,1068052.448,233922.14
2023-08-21,10,857322.545,337834.88
2023-08-21,11,644352.726,381469.25
2023-08-21,12,471478.674,0
2023-08-21,13,338052.472,0
2023-08-21,14,164095.786,0
2023-08-21,15,20830.456,0
2023-08-21,16,705.185,0
2023-08-21,17,110.232,0
2023-08-21,18,5.112,0
2023-08-21,19,6.48,0
2023-08-21,20,0,0
2023-08-21,21,1471.882,0
2023-08-21,22,54439.004,0
2023-08-21,23,247332.405,0
2023-08-22,1,534607.053,0
2023-08-22,2,849424.602,0
2023-08-22,3,1054431.111,633.155
2023-08-22,4,1158437.159,123700.55
2023-08-22,5,1288648.157,396998.56
2023-08-22,6,1455550.072,407767.3
2023-08-22,7,1341240.988,382885.84
2023-08-22,8,1236313.779,373168.7
2023-08-22,9,1032829.178,432283.06
2023-08-22,10,853224.705,516123.9
2023-08-22,11,684638.224,471591.75
2023-08-22,12,506534.834,0
2023-08-22,13,385157.707,0
2023-08-22,14,130089.568,0
2023-08-22,15,21130.435,0
2023-08-22,16,820.132,0
2023-08-22,17,105.696,0
2023-08-22,18,3.696,0
2023-08-22,19,8.088,0
2023-08-22,20,0,0
2023-08-22,21,451.366,0
2023-08-22,22,52637.046,0
2023-08-22,23,213307.926,0
2023-08-23,1,417867.917,0
2023-08-23,2,685718.325,26939.998
2023-08-23,3,821649.902,87407.484
2023-08-23,4,772764.848,157896.06
2023-08-23,5,877639.518,0
2023-08-23,6,905757.174,0
2023-08-23,7,973650.21,226610.92
2023-08-23,8,812935.964,387537.84
2023-08-23,9,840879.323,441826.56
2023-08-23,10,654014.706,364642.9
2023-08-23,11,582633.507,299917.66
2023-08-23,12,458465.864,237551.81
2023-08-23,13,238648.39,0
2023-08-23,14,40037.168,0
2023-08-23,15,9933.531,0
2023-08-23,16,292.08,0
2023-08-23,17,43.56,0
2023-08-23,18,0.144,0
2023-08-23,19,0.04,0
2023-08-23,20,10.8,0
2023-08-23,21,1722.898,0
2023-08-23,22,102247.664,0
2023-08-23,23,314890.433,0
2023-08-24,1,536612.01,0
2023-08-24,2,717082.856,0
2023-08-24,3,815028.661,65857.19
2023-08-24,4,1019813.359,197396.84
2023-08-24,5,1091354.685,258924.98
2023-08-24,6,1133773.684,270984.53
2023-08-24,7,1133604.041,299503.53
2023-08-24,8,1092490.722,338073.2
2023-08-24,9,1056393.985,357125.8
2023-08-24,10,871615.892,316930.7
2023-08-24,11,660485.702,296831.3
2023-08-24,12,487523.215,300438.94
2023-08-24,13,329448.812,307989.6
2023-08-24,14,112874.373,0
2023-08-24,15,21947.54,0
2023-08-24,16,812.413,0
2023-08-24,17,109.112,0
2023-08-24,18,5.952,0
2023-08-24,19,8.288,0
2023-08-24,20,0,0
2023-08-24,21,644.566,0
2023-08-24,22,74988.255,0
2023-08-24,23,310447.04,0
2023-08-25,1,624162.119,0
2023-08-25,2,884570.6,0
2023-08-25,3,1053632.897,0
2023-08-25,4,1180173.847,0
2023-08-25,5,1282033.572,0
2023-08-25,6,1454225.136,0
2023-08-25,7,1436712.69,0
2023-08-25,8,1241591.738,30774.127
2023-08-25,9,1174253.929,130276.86
2023-08-25,10,940303.396,306468.4
2023-08-25,11,677048.088,337748.16
2023-08-25,12,508206.445,296225.5
2023-08-25,13,425220.695,246146.78
2023-08-25,14,205928.434,194029.69
2023-08-25,15,30643.054,166226.34
2023-08-25,16,849.145,0
2023-08-25,17,107.668,0
2023-08-25,18,0.352,0
2023-08-25,19,0.04,0
2023-08-25,20,0.072,0
2023-08-25,21,624.632,0
2023-08-25,22,74918.305,0
2023-08-25,23,320093.013,0
2023-08-26,1,651845.609,0
2023-08-26,2,924682.202,0
2023-08-26,3,1035257.952,0
2023-08-26,4,1150505.628,0
2023-08-26,5,1254597.003,0
2023-08-26,6,1451530.735,73115.48
2023-08-26,7,1513955.264,125984.23
2023-08-26,8,1280545.58,107592.58
2023-08-26,9,1091684.515,0
2023-08-26,10,890822.789,141802.28
2023-08-26,11,667643.899,233777.06
2023-08-26,12,494646.928,305437.4
2023-08-26,13,405127.791,400480.34
2023-08-26,14,172660.267,510260.1
2023-08-26,15,23683.504,459944.53
2023-08-26,16,770.636,197523.95
2023-08-26,17,43.92,0
2023-08-26,18,38.712,0
2023-08-26,19,38.536,0
2023-08-26,20,10.12,0
2023-08-26,21,2800.838,0
2023-08-26,22,108451.515,0
2023-08-26,23,323232.875,0
2023-08-27,1,637949.383,0
2023-08-27,2,945153.905,0
2023-08-27,3,1112540.347,0
2023-08-27,4,1275745.95,18205.146
2023-08-27,5,1412234.951,185912.67
2023-08-27,6,1607006.572,336954.4
2023-08-27,7,1556627.497,414477
2023-08-27,8,1300192.246,428072.56
2023-08-27,9,1194600.437,384475.72
2023-08-27,10,923802.881,424732.72
2023-08-27,11,673337.807,451171.34
2023-08-27,12,507851.175,514943.66
2023-08-27,13,424612.914,542458.2
2023-08-27,14,212302.421,510195.66
2023-08-27,15,30519.039,445974.1
2023-08-27,16,913.149,429940.6
2023-08-27,17,110.584,309119.25
2023-08-27,18,45,0
2023-08-27,19,42.84,0
2023-08-27,20,38.36,0
2023-08-27,21,493.112,0
2023-08-27,22,69002.665,0
2023-08-27,23,296227.138,0
2023-08-28,1,631947.078,0
2023-08-28,2,915904.034,0
2023-08-28,3,1104648.842,0
2023-08-28,4,1241181.363,0
2023-08-28,5,1375099.655,149392.08
2023-08-28,6,1632076.619,30389.2
2023-08-28,7,1602093.94,0
2023-08-28,8,1392482.939,0
2023-08-28,9,1234141.525,0
2023-08-28,10,937075.906,0
2023-08-28,11,660465.463,37346.477
2023-08-28,12,482647.576,280286.1
2023-08-28,13,426833.479,494004.94
2023-08-28,14,217642.571,570731.8
2023-08-28,15,35656.724,573084.75
2023-08-28,16,1275.691,489423.47
2023-08-28,17,185.592,422988.2
2023-08-28,18,43.688,338816.38
2023-08-28,19,41.4,0
2023-08-28,20,38.36,0
2023-08-28,21,413.015,0
2023-08-28,22,62749.371,0
2023-08-28,23,315172.997,0
2023-08-29,1,664353.256,0
2023-08-29,2,960371.006,0
2023-08-29,3,1099615.256,0
2023-08-29,4,1144122.944,0
2023-08-29,5,1370254.754,0
2023-08-29,6,1618441.159,100915.016
2023-08-29,7,1628190.584,59070.355
2023-08-29,8,1412044.871,103846.4
2023-08-29,9,1221848.462,101603.96
2023-08-29,10,911791.227,47926.51
2023-08-29,11,666575.683,0
2023-08-29,12,500934.885,0
2023-08-29,13,423125.548,0
2023-08-29,14,209824.774,0
2023-08-29,15,33383.744,28820.854
2023-08-29,16,955.821,180512.62
2023-08-29,17,108.704,347223.8
2023-08-29,18,10.992,460026.53
2023-08-29,19,1.44,317522.1
2023-08-29,20,0.112,0
2023-08-29,21,700.523,0
2023-08-29,22,82138.757,0
2023-08-29,23,304275.488,0
2023-08-30,1,643469.93,0
2023-08-30,2,910210.909,0
2023-08-30,3,968997.909,0
2023-08-30,4,951770.679,0
2023-08-30,5,1079083.804,0
2023-08-30,6,1145450.814,0
2023-08-30,7,1292059.013,320261.53
2023-08-30,8,1238559.595,296950.84
2023-08-30,9,1127373.932,204253.83
2023-08-30,10,910583.337,72934.08
2023-08-30,11,647179.703,54917.82
2023-08-30,12,494140.181,241333.19
2023-08-30,13,405277.591,273989.97
2023-08-30,14,167147.264,274855.88
2023-08-30,15,21679.385,464483.44
2023-08-30,16,854.673,583931.06
2023-08-30,17,149.912,567827.1
2023-08-30,18,11.04,605687
2023-08-30,19,1.488,357023.03
2023-08-30,20,0,183023.77
2023-08-30,21,347.281,0
2023-08-30,22,61281.65,0
2023-08-30,23,309598.083,0
2023-08-31,1,656723.502,0
2023-08-31,2,960482.776,0
2023-08-31,3,1137712.568,0
2023-08-31,4,1288449.251,0
2023-08-31,5,1465369.458,0
2023-08-31,6,1673140.417,0
2023-08-31,7,1629986.91,0
2023-08-31,8,1395757.962,0
2023-08-31,9,1215336.152,0
2023-08-31,10,925343.254,0
2023-08-31,11,651732.168,0
2023-08-31,12,492263.613,0
2023-08-31,13,426699.643,0
2023-08-31,14,226161.376,11759.51
2023-08-31,15,38562.466,285105.78
2023-08-31,16,1353.699,411102.94
2023-08-31,17,576.472,524228.06
2023-08-31,18,483.4,597793.6
2023-08-31,19,455.808,396565.12
2023-08-31,20,46.872,203257.4
2023-08-31,21,328.604,69744.984
2023-08-31,22,63491.566,0
2023-08-31,23,287275.822,0
2023-09-01,1,609117.646,0
2023-09-01,2,919232.648,0
2023-09-01,3,1051598.93,0
2023-09-01,4,1181065.433,0
2023-09-01,5,1321648.24,0
2023-09-01,6,1556966.576,0
2023-09-01,7,1549846.987,0
2023-09-01,8,1329950.151,0
2023-09-01,9,1184644.662,37397.543
2023-09-01,10,867033.674,52036.246
2023-09-01,11,623106.631,59471.34
2023-09-01,12,492705.447,25486.512
2023-09-01,13,418442.885,6280.816
2023-09-01,14,192167.898,76676.01
2023-09-01,15,26038.923,74683.22
2023-09-01,16,1304.389,170795.03
2023-09-01,17,571.968,221386.72
2023-09-01,18,483.36,244265.44
2023-09-01,19,437.904,557467.94
2023-09-01,20,24.48,603080.5
2023-09-01,21,300.493,568097.8
2023-09-01,22,70890.011,372228.56
2023-09-01,23,295645.392,0
2023-09-02,1,560106.59,0
2023-09-02,2,849617.571,0
2023-09-02,3,1034443.843,0
2023-09-02,4,1152862.198,0
2023-09-02,5,1256770.379,0
2023-09-02,6,1381275.182,0
2023-09-02,7,1188994.465,0
2023-09-02,8,864495.427,0
2023-09-02,9,856640.014,0
2023-09-02,10,705727.542,41485.32
2023-09-02,11,574438.894,73531
2023-09-02,12,399882.548,39074.547
2023-09-02,13,333599.083,0
2023-09-02,14,123725.359,0
2023-09-02,15,24305.616,0
2023-09-02,16,1678.869,0
2023-09-02,17,587.704,0
2023-09-02,18,464.496,27193.004
2023-09-02,19,41.856,164705.73
2023-09-02,20,0,290682.12
2023-09-02,21,238.339,665524.25
2023-09-02,22,56903.35,550170.9
2023-09-02,23,298645.54,517873.62
2023-09-03,1,653364.227,0
2023-09-03,2,951334.82,0
2023-09-03,3,1139154.649,0
2023-09-03,4,1287482.585,0
2023-09-03,5,1454769.056,0
2023-09-03,6,1583416.267,0
2023-09-03,7,1487967.61,0
2023-09-03,8,1244303.713,0
2023-09-03,9,1082829.759,0
2023-09-03,10,792635.173,0
2023-09-03,11,622913.294,335694.22
2023-09-03,12,467222.946,23589.787
2023-09-03,13,341886.577,0
2023-09-03,14,175316.894,69911.91
2023-09-03,15,26393.869,343049.03
2023-09-03,16,1438.98,456369.9
2023-09-03,17,456.904,443226.25
2023-09-03,18,289.816,460336.97
2023-09-03,19,0.048,490879.3
2023-09-03,20,0,448647.62
2023-09-03,21,78.829,427982.7
2023-09-03,22,35398.135,374053.84
2023-09-03,23,192530.596,274159
2023-09-04,1,338926.252,219149.88
2023-09-04,2,474068.116,0
2023-09-04,3,548909.168,0
2023-09-04,4,553790.729,0
2023-09-04,5,482724.762,0
2023-09-04,6,371065.915,0
2023-09-04,7,415851.507,0
2023-09-04,8,424514.243,0
2023-09-04,9,597601.8,0
2023-09-04,10,533993.818,0
2023-09-04,11,390728.891,0
2023-09-04,12,152608.984,188405.23
2023-09-04,13,22411.212,154697.89
2023-09-04,14,989.213,138926.56
2023-09-04,15,258.88,129802.83
2023-09-04,16,19.152,167919.72
2023-09-04,17,0.04,185676.61
2023-09-04,18,0,220520.31
2023-09-04,19,0.04,325762
2023-09-04,20,0,0
2023-09-04,21,7.915,506036.12
2023-09-04,22,4511.412,511136.16
2023-09-04,23,46481.396,264351.6
2023-09-05,1,134092.67,157187.77
2023-09-05,2,282696.66,196954.11
2023-09-05,3,485537.013,0
2023-09-05,4,763990.883,0
2023-09-05,5,988165.137,0
2023-09-05,6,960598.85,0
2023-09-05,7,899016.276,0
2023-09-05,8,937938.314,0
2023-09-05,9,994148.937,0
2023-09-05,10,796727.376,0
2023-09-05,11,527852.962,0
2023-09-05,12,309673.293,0
2023-09-05,13,161528.977,323829.2
2023-09-05,14,91698.657,294030.75
2023-09-05,15,15525.121,335209.4
2023-09-05,16,302.86,350510.2
2023-09-05,17,101.16,307615.34
2023-09-05,18,12.24,337517.25
2023-09-05,19,0.44,413687.6
2023-09-05,20,0.04,432649
2023-09-05,21,180.943,505239.38
2023-09-05,22,66285.284,280669.5
2023-09-05,23,285718.445,277015.78
2023-09-06,1,581557.123,304660.5
2023-09-06,2,856969.45,198720.97
2023-09-06,3,979280.365,81629.875
2023-09-06,4,1160445.835,0
2023-09-06,5,1153526.333,0
2023-09-06,6,1384300.216,0
2023-09-06,7,1366776.598,0
2023-09-06,8,984989.215,0
2023-09-06,9,882375.389,0
2023-09-06,10,679607.173,0
2023-09-06,11,564114.583,0
2023-09-06,12,453561.708,0
2023-09-06,13,309848.705,0
2023-09-06,14,76561.499,70194.34
2023-09-06,15,21144.011,123976.76
2023-09-06,16,1173.033,192438.36
2023-09-06,17,390.584,202701.72
2023-09-06,18,13.096,186888.2
2023-09-06,19,0,0
2023-09-06,20,0.192,0
2023-09-06,21,109.093,195892.56
2023-09-06,22,58927.754,214466.95
2023-09-06,23,296455.936,208393.61
2023-09-07,1,601388.723,235390.88
2023-09-07,2,787767.754,237937.44
2023-09-07,3,834931.628,223929.55
2023-09-07,4,978504.105,196640.1
2023-09-07,5,1081007.945,0
2023-09-07,6,1240378.396,0
2023-09-07,7,1379237.034,0
2023-09-07,8,1250073.438,0
2023-09-07,9,1104617.766,0
2023-09-07,10,848279.881,0
2023-09-07,11,626115.965,0
2023-09-07,12,486713.399,0
2023-09-07,13,403691.588,0
2023-09-07,14,159682.322,0
2023-09-07,15,22221.963,0
2023-09-07,16,1122.243,109478.164
2023-09-07,17,299.508,280401.38
2023-09-07,18,11.56,206921.03
2023-09-07,19,0.144,42889.19
2023-09-07,20,0.048,0
2023-09-07,21,122.942,0
2023-09-07,22,53188.891,71757.09
2023-09-07,23,263254.215,250978.11
2023-09-08,1,581000.743,362809.94
2023-09-08,2,869117.992,473344.3
2023-09-08,3,1037472.781,482811.34
2023-09-08,4,1193655.4,445296.34
2023-09-08,5,1310085.539,153837.61
2023-09-08,6,1486546.588,0
2023-09-08,7,1508420.751,0
2023-09-08,8,1289792.58,0
2023-09-08,9,1157845.999,0
2023-09-08,10,880278.37,0
2023-09-08,11,635460.32,0
2023-09-08,12,469608.273,0
2023-09-08,13,420086.118,0
2023-09-08,14,200094.86,0
2023-09-08,15,28720.659,0
2023-09-08,16,919.945,51348.594
2023-09-08,17,388.92,103642.21
2023-09-08,18,13.24,73575.14
2023-09-08,19,0,63923.2
2023-09-08,20,0,5807.116
2023-09-08,21,79.695,60628.773
2023-09-08,22,40625.313,252866.23
2023-09-08,23,245322.874,371517
2023-09-09,1,572510.052,389771.72
2023-09-09,2,867684.786,311680.44
2023-09-09,3,1063388.17,325848.88
2023-09-09,4,1180082.946,220426.19
2023-09-09,5,1303642.439,64506.61
2023-09-09,6,1449520.042,29733.69
2023-09-09,7,1461502.38,0
2023-09-09,8,1246693.99,0
2023-09-09,9,1104296.426,0
2023-09-09,10,820098.925,0
2023-09-09,11,604070.712,0
2023-09-09,12,481691.582,0
2023-09-09,13,396957.093,0
2023-09-09,14,157609.764,0
2023-09-09,15,23708.107,0
2023-09-09,16,962.192,0
2023-09-09,17,108.4,126195.766
2023-09-09,18,13.224,348924.44
2023-09-09,19,0.096,472871.97
2023-09-09,20,0.088,439422.53
2023-09-09,21,109.617,366783.2
2023-09-09,22,50472.651,353032
2023-09-09,23,244239.476,452211.03
2023-09-10,1,475876.967,539895.7
2023-09-10,2,745612.273,551052.8
2023-09-10,3,905297.901,551007.3
2023-09-10,4,991537.347,403227.4
2023-09-10,5,994292.594,224309.75
2023-09-10,6,1201546.186,138910.36
2023-09-10,7,1271265.1,0
2023-09-10,8,1250314.645,0
2023-09-10,9,1098464.279,0
2023-09-10,10,823820.982,0
2023-09-10,11,589547.269,0
2023-09-10,12,462494.377,0
2023-09-10,13,404913.471,0
2023-09-10,14,140022.489,0
2023-09-10,15,24396.46,0
2023-09-10,16,839.192,0
2023-09-10,17,264.696,0
2023-09-10,18,13.104,0
2023-09-10,19,0.096,0
2023-09-10,20,0.04,0
2023-09-10,21,41.783,0
2023-09-10,22,36535.277,21318.207
2023-09-10,23,215891.847,229450.34
2023-09-11,1,513323.122,408776.66
2023-09-11,2,806615.139,642128.8
2023-09-11,3,981395.687,627837.1
2023-09-11,4,1087162.35,376835.8
2023-09-11,5,1252248.937,206371.52
2023-09-11,6,1413827.774,124938.41
2023-09-11,7,1287061.575,197537.7
2023-09-11,8,1116869.942,0
2023-09-11,9,1109642.824,0
2023-09-11,10,850698.05,0
2023-09-11,11,616610.171,0
2023-09-11,12,476058.036,0
2023-09-11,13,404632.121,0
2023-09-11,14,170562.14,0
2023-09-11,15,22688.655,0
2023-09-11,16,864.942,0
2023-09-11,17,269.008,0
2023-09-11,18,12.576,0
2023-09-11,19,0,289885.38
2023-09-11,20,0,184423.23
2023-09-11,21,14.858,232344.14
2023-09-11,22,45769.321,46288.36
2023-09-11,23,228378.637,0
2023-09-12,1,508450.859,0
2023-09-12,2,762800.601,0
2023-09-12,3,935316.623,0
2023-09-12,4,978053.733,40787.33
2023-09-12,5,1204953.881,80783.49
2023-09-12,6,1481730.181,105774.82
2023-09-12,7,1523179.282,114651.86
2023-09-12,8,1317827.341,94652.9
2023-09-12,9,1145599.453,0
2023-09-12,10,866712.321,0
2023-09-12,11,621559.457,0
2023-09-12,12,460413.363,0
2023-09-12,13,406377.21,0
2023-09-12,14,191478.527,0
2023-09-12,15,23901.424,0
2023-09-12,16,733.606,0
2023-09-12,17,102.12,0
2023-09-12,18,13.2,0
2023-09-12,19,0.168,0
2023-09-12,20,0,85771.98
2023-09-12,21,64.402,169731.55
2023-09-12,22,48769.016,77419.62
2023-09-12,23,261593.291,0
2023-09-13,1,568531.938,0
2023-09-13,2,872340.983,0
2023-09-13,3,1009718.138,114387.16
2023-09-13,4,1114751.824,256459.66
2023-09-13,5,1264398.068,454585.3
2023-09-13,6,1429735.692,434737.38
2023-09-13,7,1303232.827,310855.88
2023-09-13,8,1131941.564,315674.1
2023-09-13,9,1081240.162,169287.16
2023-09-13,10,809459.722,0
2023-09-13,11,600731.397,0
2023-09-13,12,453577.314,0
2023-09-13,13,377239.623,0
2023-09-13,14,160173.313,0
2023-09-13,15,16086.169,0
2023-09-13,16,327.131,0
2023-09-13,17,102.12,0
2023-09-13,18,13.192,0
2023-09-13,19,0,0
2023-09-13,20,0.072,0
2023-09-13,21,26.466,0
2023-09-13,22,37126.396,0
2023-09-13,23,210395.82,0
2023-09-14,1,545442.378,1131.306
2023-09-14,2,859045.3,27849.176
2023-09-14,3,1024356.174,30208.896
2023-09-14,4,1135107.103,273230.97
2023-09-14,5,1203713.824,482102.25
2023-09-14,6,1377426.713,473595.28
2023-09-14,7,1454159.894,395596.06
2023-09-14,8,1265497.522,343130.8
2023-09-14,9,1098180.57,355309.75
2023-09-14,10,846638.687,49524.746
2023-09-14,11,608476.833,0
2023-09-14,12,481951.754,0
2023-09-14,13,409046.904,0
2023-09-14,14,186198.765,0
2023-09-14,15,20906.631,0
2023-09-14,16,1037.624,0
2023-09-14,17,391.464,0
2023-09-14,18,13.152,0
2023-09-14,19,0.184,0
2023-09-14,20,13.68,0
2023-09-14,21,61.363,0
2023-09-14,22,47989.364,0
2023-09-14,23,271372.093,0
2023-09-15,1,606506.321,0
2023-09-15,2,915689.165,9779.592
2023-09-15,3,1101798.656,117261.09
2023-09-15,4,1245826.085,248250.1
2023-09-15,5,1403828.91,413640.16
2023-09-15,6,1620632.425,496632.47
2023-09-15,7,1572096.747,436424.22
2023-09-15,8,1342809.843,390049.66
2023-09-15,9,1177418.554,391878.53
2023-09-15,10,871489.784,435799.8
2023-09-15,11,608813.492,451523.16
2023-09-15,12,476297.849,0
2023-09-15,13,415457.003,0
2023-09-15,14,190851.381,0
2023-09-15,15,24784.439,0
2023-09-15,16,1485.878,0
2023-09-15,17,276.088,0
2023-09-15,18,18.184,0
2023-09-15,19,0.144,0
2023-09-15,20,0,0
2023-09-15,21,88.43,0
